1978	18	Directed	40		7566.0	birth
1999	18	Directed	637		584.0	birth
2164	18	Directed	403		382.0	birth
2078	18	Directed	677		291.0	birth
2024	18	Directed	122		255.0	birth
2095	18	Directed	70		233.0	birth
2012	18	Directed	917		168.0	birth
2026	18	Directed	800		142.0	birth
2219	18	Directed	618		141.0	birth
2262	18	Directed	816		101.0	birth
2130	18	Directed	897		100.0	birth
2289	18	Directed	653		99.0	birth
2215	18	Directed	790		86.0	birth
2209	18	Directed	676		85.0	birth
1976	18	Directed	612		79.0	birth
2399	18	Directed	985		77.0	birth
2270	18	Directed	1244		76.0	birth
2338	18	Directed	101		73.0	birth
2129	18	Directed	979		66.0	birth
2190	18	Directed	787		64.0	birth
2479	18	Directed	1531		63.0	birth
2239	18	Directed	1431		61.0	birth
2264	18	Directed	907		61.0	birth
2362	18	Directed	1014		57.0	birth
2343	18	Directed	707		45.0	birth
2091	18	Directed	670		44.0	birth
2439	18	Directed	981		44.0	birth
2463	18	Directed	596		43.0	birth
2517	18	Directed	1037		40.0	birth
2624	18	Directed	1597		40.0	birth
2299	18	Directed	666		38.0	birth
2710	18	Directed	1629		38.0	birth
2056	18	Directed	1511		36.0	birth
2369	18	Directed	797		31.0	birth
2220	18	Directed	1595		29.0	birth
2442	18	Directed	1311		29.0	birth
2857	18	Directed	5888		29.0	birth
2255	18	Directed	1617		26.0	birth
2425	18	Directed	6185		26.0	birth
2638	18	Directed	1162		26.0	birth
2850	18	Directed	5768		26.0	birth
2176	18	Directed	840		25.0	birth
2231	18	Directed	770		25.0	birth
2885	18	Directed	1098		25.0	birth
2447	18	Directed	866		23.0	birth
2454	18	Directed	1529		23.0	birth
2914	18	Directed	5736		23.0	birth
2364	18	Directed	6206		22.0	birth
2839	18	Directed	6253		22.0	birth
1987	18	Directed	9160		21.0	birth
2884	18	Directed	846		20.0	birth
2144	18	Directed	1325		19.0	birth
2280	18	Directed	738		19.0	birth
2734	18	Directed	1590		19.0	birth
2092	18	Directed	1581		18.0	birth
2341	18	Directed	5758		18.0	birth
2388	18	Directed	774		18.0	birth
2874	18	Directed	1012		18.0	birth
2156	18	Directed	832		17.0	birth
2389	18	Directed	5708		17.0	birth
3081	18	Directed	5783		17.0	birth
1996	18	Directed	1515		16.0	birth
2592	18	Directed	21881		16.0	birth
2730	18	Directed	1616		16.0	birth
2681	18	Directed	6075		15.0	birth
2978	18	Directed	26310		15.0	birth
2059	18	Directed	834		14.0	birth
2295	18	Directed	682		14.0	birth
2695	18	Directed	23007		14.0	birth
2699	18	Directed	1282		14.0	birth
2855	18	Directed	708		14.0	birth
2904	18	Directed	5717		14.0	birth
2966	18	Directed	25791		14.0	birth
3288	18	Directed	28406		14.0	birth
4433	18	Directed	1301		14.0	birth
2349	18	Directed	6304		13.0	birth
2909	18	Directed	908		13.0	birth
3175	18	Directed	737		13.0	birth
3478	18	Directed	29751		13.0	birth
2107	18	Directed	883		12.0	birth
2228	18	Directed	1380		12.0	birth
2513	18	Directed	6291		12.0	birth
2715	18	Directed	729		12.0	birth
2723	18	Directed	698		12.0	birth
2983	18	Directed	749		12.0	birth
3753	18	Directed	31349		12.0	birth
2194	18	Directed	6061		11.0	birth
2196	18	Directed	15928		11.0	birth
2507	18	Directed	5809		11.0	birth
2817	18	Directed	5836		11.0	birth
2859	18	Directed	6021		11.0	birth
2913	18	Directed	1340		11.0	birth
2948	18	Directed	1632		11.0	birth
2980	18	Directed	5702		11.0	birth
3046	18	Directed	6078		11.0	birth
3570	18	Directed	828		11.0	birth
2434	18	Directed	1558		10.0	birth
2670	18	Directed	1262		10.0	birth
2848	18	Directed	6312		10.0	birth
3002	18	Directed	1577		10.0	birth
3386	18	Directed	893		10.0	birth
3847	18	Directed	1195		10.0	birth
2238	18	Directed	6301		9.0	birth
2366	18	Directed	6240		9.0	birth
2756	18	Directed	1137		9.0	birth
2964	18	Directed	25746		9.0	birth
3032	18	Directed	26437		9.0	birth
3035	18	Directed	26482		9.0	birth
3147	18	Directed	27359		9.0	birth
3153	18	Directed	27422		9.0	birth
3260	18	Directed	6325		9.0	birth
3671	18	Directed	6293		9.0	birth
2050	18	Directed	12254		8.0	birth
2189	18	Directed	15733		8.0	birth
2199	18	Directed	15972		8.0	birth
2346	18	Directed	844		8.0	birth
2594	18	Directed	6006		8.0	birth
2622	18	Directed	1592		8.0	birth
2666	18	Directed	1573		8.0	birth
2700	18	Directed	23062		8.0	birth
3049	18	Directed	6046		8.0	birth
3243	18	Directed	28069		8.0	birth
3297	18	Directed	28489		8.0	birth
3388	18	Directed	29161		8.0	birth
3479	18	Directed	29778		8.0	birth
4160	18	Directed	6295		8.0	birth
4284	18	Directed	6299		8.0	birth
1973	18	Directed	5997		7.0	birth
2358	18	Directed	5954		7.0	birth
2410	18	Directed	5771		7.0	birth
3000	18	Directed	6037		7.0	birth
3075	18	Directed	672		7.0	birth
3082	18	Directed	1184		7.0	birth
3201	18	Directed	1235		7.0	birth
3305	18	Directed	1164		7.0	birth
3456	18	Directed	29583		7.0	birth
3458	18	Directed	798		7.0	birth
2064	18	Directed	660		6.0	birth
2246	18	Directed	1009		6.0	birth
2340	18	Directed	1456		6.0	birth
2566	18	Directed	21714		6.0	birth
2813	18	Directed	24257		6.0	birth
3038	18	Directed	649		6.0	birth
3061	18	Directed	26702		6.0	birth
3108	18	Directed	27157		6.0	birth
3160	18	Directed	27482		6.0	birth
3224	18	Directed	27952		6.0	birth
3295	18	Directed	958		6.0	birth
3334	18	Directed	5696		6.0	birth
3474	18	Directed	5811		6.0	birth
3485	18	Directed	374		6.0	birth
3493	18	Directed	5720		6.0	birth
3558	18	Directed	6221		6.0	birth
3623	18	Directed	30714		6.0	birth
3730	18	Directed	31259		6.0	birth
3775	18	Directed	5969		6.0	birth
4105	18	Directed	1415		6.0	birth
4560	18	Directed	34643		6.0	birth
4878	18	Directed	5897		6.0	birth
2124	18	Directed	14014		5.0	birth
2160	18	Directed	14938		5.0	birth
2191	18	Directed	5242		5.0	birth
2635	18	Directed	1110		5.0	birth
2686	18	Directed	702		5.0	birth
2767	18	Directed	23848		5.0	birth
2797	18	Directed	24065		5.0	birth
2965	18	Directed	25786		5.0	birth
3090	18	Directed	27005		5.0	birth
3384	18	Directed	29108		5.0	birth
3496	18	Directed	29879		5.0	birth
3543	18	Directed	768		5.0	birth
3658	18	Directed	1404		5.0	birth
3790	18	Directed	31548		5.0	birth
3850	18	Directed	31840		5.0	birth
3955	18	Directed	6086		5.0	birth
4207	18	Directed	33276		5.0	birth
4356	18	Directed	5786		5.0	birth
4449	18	Directed	34217		5.0	birth
4459	18	Directed	775		5.0	birth
4619	18	Directed	806		5.0	birth
4697	18	Directed	35112		5.0	birth
4743	18	Directed	1589		5.0	birth
5460	18	Directed	37234		5.0	birth
2230	18	Directed	16637		4.0	birth
2288	18	Directed	17682		4.0	birth
2515	18	Directed	21156		4.0	birth
2675	18	Directed	6287		4.0	birth
2815	18	Directed	24283		4.0	birth
3084	18	Directed	26966		4.0	birth
3271	18	Directed	28283		4.0	birth
3365	18	Directed	29009		4.0	birth
3380	18	Directed	29086		4.0	birth
3402	18	Directed	1420		4.0	birth
3403	18	Directed	5790		4.0	birth
3434	18	Directed	29451		4.0	birth
3463	18	Directed	29656		4.0	birth
3471	18	Directed	5776		4.0	birth
3501	18	Directed	5856		4.0	birth
3536	18	Directed	30135		4.0	birth
3541	18	Directed	914		4.0	birth
3579	18	Directed	30390		4.0	birth
3761	18	Directed	1698		4.0	birth
3836	18	Directed	6192		4.0	birth
3856	18	Directed	31890		4.0	birth
4484	18	Directed	1604		4.0	birth
4504	18	Directed	34520		4.0	birth
2440	18	Directed	20192		3.0	birth
2519	18	Directed	21212		3.0	birth
2593	18	Directed	21905		3.0	birth
2854	18	Directed	7622		3.0	birth
2934	18	Directed	6300		3.0	birth
2974	18	Directed	25856		3.0	birth
3087	18	Directed	26984		3.0	birth
3114	18	Directed	5695		3.0	birth
3122	18	Directed	27228		3.0	birth
3150	18	Directed	27398		3.0	birth
3269	18	Directed	1626		3.0	birth
3296	18	Directed	28474		3.0	birth
3326	18	Directed	28709		3.0	birth
3327	18	Directed	28716		3.0	birth
3385	18	Directed	29123		3.0	birth
3418	18	Directed	29365		3.0	birth
3457	18	Directed	29598		3.0	birth
3556	18	Directed	6268		3.0	birth
3607	18	Directed	5870		3.0	birth
3693	18	Directed	1618		3.0	birth
3715	18	Directed	31165		3.0	birth
3785	18	Directed	31525		3.0	birth
3794	18	Directed	6225		3.0	birth
3796	18	Directed	31582		3.0	birth
3844	18	Directed	31781		3.0	birth
3855	18	Directed	31880		3.0	birth
4229	18	Directed	1207		3.0	birth
4436	18	Directed	34174		3.0	birth
4492	18	Directed	34404		3.0	birth
4498	18	Directed	34424		3.0	birth
4696	18	Directed	35104		3.0	birth
4936	18	Directed	1232		3.0	birth
5143	18	Directed	36425		3.0	birth
5385	18	Directed	6158		3.0	birth
5531	18	Directed	37328		3.0	birth
5828	18	Directed	37893		3.0	birth
2329	18	Directed	18424		2.0	birth
2751	18	Directed	23619		2.0	birth
2871	18	Directed	24941		2.0	birth
2992	18	Directed	26068		2.0	birth
3070	18	Directed	26807		2.0	birth
3077	18	Directed	26866		2.0	birth
3198	18	Directed	27752		2.0	birth
3228	18	Directed	5799		2.0	birth
3244	18	Directed	28092		2.0	birth
3261	18	Directed	761		2.0	birth
3308	18	Directed	724		2.0	birth
3335	18	Directed	28766		2.0	birth
3339	18	Directed	6347		2.0	birth
3449	18	Directed	6098		2.0	birth
3515	18	Directed	30021		2.0	birth
3530	18	Directed	30101		2.0	birth
3531	18	Directed	30103		2.0	birth
3582	18	Directed	30407		2.0	birth
3600	18	Directed	30569		2.0	birth
3612	18	Directed	30646		2.0	birth
3617	18	Directed	30675		2.0	birth
3676	18	Directed	30995		2.0	birth
3783	18	Directed	1482		2.0	birth
3825	18	Directed	31704		2.0	birth
3845	18	Directed	5693		2.0	birth
3878	18	Directed	31978		2.0	birth
4013	18	Directed	1291		2.0	birth
4161	18	Directed	32982		2.0	birth
4234	18	Directed	33354		2.0	birth
4289	18	Directed	33586		2.0	birth
4350	18	Directed	33841		2.0	birth
4362	18	Directed	6313		2.0	birth
4413	18	Directed	1615		2.0	birth
4583	18	Directed	34806		2.0	birth
4605	18	Directed	777		2.0	birth
4859	18	Directed	35553		2.0	birth
4866	18	Directed	35573		2.0	birth
4910	18	Directed	35730		2.0	birth
4922	18	Directed	35772		2.0	birth
4949	18	Directed	35859		2.0	birth
5064	18	Directed	36187		2.0	birth
5097	18	Directed	36296		2.0	birth
5146	18	Directed	36439		2.0	birth
5357	18	Directed	5782		2.0	birth
5449	18	Directed	37101		2.0	birth
5562	18	Directed	37403		2.0	birth
5703	18	Directed	745		2.0	birth
5840	18	Directed	37922		2.0	birth
6007	18	Directed	38238		2.0	birth
6184	18	Directed	38558		2.0	birth
6393	18	Directed	38872		2.0	birth
6401	18	Directed	5757		2.0	birth
6808	18	Directed	39454		2.0	birth
6814	18	Directed	1619		2.0	birth
7456	18	Directed	40151		2.0	birth
2022	18	Directed	11478		1.0	birth
2206	18	Directed	16127		1.0	birth
2232	18	Directed	1359		1.0	birth
2325	18	Directed	18401		1.0	birth
2578	18	Directed	21813		1.0	birth
2693	18	Directed	22993		1.0	birth
2748	18	Directed	23613		1.0	birth
2789	18	Directed	24014		1.0	birth
2868	18	Directed	24909		1.0	birth
2875	18	Directed	24996		1.0	birth
2907	18	Directed	25339		1.0	birth
2945	18	Directed	25593		1.0	birth
2989	18	Directed	26055		1.0	birth
3011	18	Directed	26227		1.0	birth
3149	18	Directed	27392		1.0	birth
3156	18	Directed	27466		1.0	birth
3158	18	Directed	27473		1.0	birth
3159	18	Directed	27480		1.0	birth
3170	18	Directed	27548		1.0	birth
3186	18	Directed	27700		1.0	birth
3230	18	Directed	27983		1.0	birth
3272	18	Directed	28299		1.0	birth
3275	18	Directed	28313		1.0	birth
3317	18	Directed	28664		1.0	birth
3355	18	Directed	28891		1.0	birth
3387	18	Directed	29153		1.0	birth
3390	18	Directed	29172		1.0	birth
3395	18	Directed	29208		1.0	birth
3433	18	Directed	29441		1.0	birth
3451	18	Directed	29538		1.0	birth
3487	18	Directed	29822		1.0	birth
3550	18	Directed	1603		1.0	birth
3622	18	Directed	30702		1.0	birth
3692	18	Directed	31058		1.0	birth
3704	18	Directed	31120		1.0	birth
3765	18	Directed	926		1.0	birth
3846	18	Directed	31810		1.0	birth
3885	18	Directed	1442		1.0	birth
3935	18	Directed	32177		1.0	birth
3936	18	Directed	32184		1.0	birth
4050	18	Directed	32587		1.0	birth
4111	18	Directed	32788		1.0	birth
4150	18	Directed	32910		1.0	birth
4168	18	Directed	33018		1.0	birth
4231	18	Directed	33336		1.0	birth
4272	18	Directed	33520		1.0	birth
4317	18	Directed	33714		1.0	birth
4371	18	Directed	33903		1.0	birth
4391	18	Directed	33982		1.0	birth
4425	18	Directed	34106		1.0	birth
4455	18	Directed	34245		1.0	birth
4469	18	Directed	34307		1.0	birth
4533	18	Directed	34546		1.0	birth
4547	18	Directed	34601		1.0	birth
4558	18	Directed	34636		1.0	birth
4603	18	Directed	34796		1.0	birth
4616	18	Directed	6112		1.0	birth
4623	18	Directed	34886		1.0	birth
4665	18	Directed	35011		1.0	birth
4702	18	Directed	6320		1.0	birth
4757	18	Directed	35275		1.0	birth
4825	18	Directed	35458		1.0	birth
4874	18	Directed	35602		1.0	birth
4879	18	Directed	35618		1.0	birth
4884	18	Directed	35641		1.0	birth
4896	18	Directed	5731		1.0	birth
4933	18	Directed	804		1.0	birth
4946	18	Directed	35845		1.0	birth
4973	18	Directed	35941		1.0	birth
4989	18	Directed	35997		1.0	birth
5008	18	Directed	36052		1.0	birth
5107	18	Directed	36324		1.0	birth
5132	18	Directed	36392		1.0	birth
5154	18	Directed	36459		1.0	birth
5165	18	Directed	36480		1.0	birth
5370	18	Directed	36901		1.0	birth
5394	18	Directed	36975		1.0	birth
5440	18	Directed	37078		1.0	birth
5441	18	Directed	37082		1.0	birth
5462	18	Directed	37139		1.0	birth
5529	18	Directed	37326		1.0	birth
5826	18	Directed	1593		1.0	birth
5849	18	Directed	37952		1.0	birth
5923	18	Directed	38112		1.0	birth
5926	18	Directed	38118		1.0	birth
6068	18	Directed	38327		1.0	birth
6101	18	Directed	1611		1.0	birth
6139	18	Directed	38467		1.0	birth
6151	18	Directed	38490		1.0	birth
6195	18	Directed	38581		1.0	birth
6580	18	Directed	39141		1.0	birth
6628	18	Directed	6017		1.0	birth
6646	18	Directed	39253		1.0	birth
6729	18	Directed	39358		1.0	birth
6794	18	Directed	1294		1.0	birth
6803	18	Directed	39438		1.0	birth
6810	18	Directed	39456		1.0	birth
6866	18	Directed	699		1.0	birth
7041	18	Directed	39732		1.0	birth
7227	18	Directed	39930		1.0	birth
7583	18	Directed	40268		1.0	birth