"node";"size";"distance"
"1";"6";"9996694"
"1";"3";"10448650"
"1";"156";"9508110"
"1";"6";"9701577"
"1";"127";"0"
"1";"3";"9508110"
"1";"4";"7200047"
"1";"5";"9817123"
"1";"70";"9289162"
"1";"40";"9464228"
"1";"31";"9012867"
"1";"2";"9289162"
"1";"36";"9289162"
"1";"2";"8682598"
"1";"8";"9289162"
"1";"1";"5848723"
"1";"6";"9282590"
"1";"1";"11062293"
"1";"1";"9289162"
"1";"22";"8803154"
"1";"3";"9058506"
"1";"12";"8077145"
"1";"5";"9012867"
"1";"2";"932834"
"1";"1";"9508110"
"1";"2";"7454531"
"1";"7";"7417315"
"1";"29";"7417315"
"1";"5";"7417315"
"1";"48";"10359542"
"1";"17";"9494913"
"1";"1";"9328921"
"1";"1";"7143505"
"1";"1";"137978"
"1";"1";"8700082"
"1";"2";"556005"
"1";"7";"9501238"
"1";"2";"9508110"
"1";"8";"9508110"
"1";"14";"9289162"
"1";"16";"9817123"
"1";"6";"82673"
"1";"1";"7440032"
"1";"4";"9415688"
"1";"2";"82736"
"1";"1";"9342072"
"1";"1";"6351665"
"1";"1";"5641293"
"1";"2";"9436962"
"1";"1";"9508110"
"1";"1";"9508110"
"1";"2";"9328921"
"1";"1";"9508110"
"1";"1";"9328921"
"1";"1";"9508110"
"1";"1";"9508110"
"1";"1";"171391"
"1";"1";"9289162"
"1";"1";"9289162"
"1";"2";"0"
"1";"2";"9289162"
"1";"2";"9129093"
"1";"1";"640167"
"1";"3";"8958299"
"1";"1";"9012867"
"1";"2";"9219115"
"1";"1";"9012867"
"1";"4";"6743962"
"1";"1";"6400831"
"1";"1";"9129093"
"1";"1";"286764"
"1";"1";"9508110"
"1";"1";"6063130"
"1";"1";"272184"
"1";"9";"7142075"
"1";"2";"8903719"
"1";"1";"9289162"
"1";"1";"7047562"
"1";"1";"9247845"
"1";"1";"1587313"
"1";"1";"9295236"
"1";"1";"9289162"
"1";"2";"162828"
"1";"1";"9569244"
"1";"6";"78757"
"1";"1";"5576456"
"1";"1";"9508110"
"1";"1";"9508110"
"1";"1";"9508110"
"1";"1";"9508110"
"1";"2";"111714"
"1";"4";"10359542"
"1";"1";"10580383"
"1";"2";"10329079"
"1";"3";"9289162"
"1";"1";"10359542"
"1";"1";"280153"
"1";"4";"9436962"
"1";"1";"9415688"
"1";"2";"9826921"
"1";"1";"1114583"
"1";"1";"9289162"
"1";"1";"5426958"
"1";"2";"9508110"
"1";"1";"9328921"
"1";"1";"9289162"
"1";"1";"7142075"
"1";"2";"7320192"
"1";"1";"9145842"
"1";"1";"9180897"
"1";"1";"5618826"
"1";"3";"8077145"
"1";"1";"10103347"
"1";"1";"313673"
"1";"1";"6462251"
"1";"1";"9473992"
"1";"1";"11141128"
"1";"1";"7619149"
"1";"1";"9508110"
"1";"2";"9508110"
"1";"1";"9265627"
"1";"1";"8025777"
"1";"1";"143394"
"1";"1";"9519324"
"1";"1";"6213110"
"1";"1";"9295236"
"1";"1";"6424686"
"1";"2";"10594485"
"1";"1";"10359542"
"1";"1";"334977"
"1";"1";"7417315"
"1";"1";"9289162"
"1";"1";"5985719"
"1";"1";"8644153"
"1";"1";"6378316"
"1";"1";"9508110"
"1";"1";"6965453"
"1";"1";"8765433"
"1";"1";"335315"
"1";"1";"1208870"
"1";"1";"5464445"
"1";"1";"6242270"
"1";"1";"1465602"
"1";"1";"960417"
"1";"1";"9012867"
"1";"1";"175377"
"1";"1";"0"
"1";"1";"75720"
"1";"1";"534260"
"1";"1";"9519324"
"1";"1";"344156"
"1";"1";"6496329"
"1";"1";"1322794"
"2";"4";"7317268"
"2";"17";"6261915"
"2";"87";"7045876"
"2";"1";"7057673"
"2";"1";"7063367"
"2";"29";"6962354"
"2";"86";"0"
"2";"1";"4990587"
"2";"1";"7045876"
"2";"2";"7045876"
"2";"32";"7417312"
"2";"3";"7193798"
"2";"1";"7193798"
"2";"24";"6793526"
"2";"60";"7025421"
"2";"1";"7394742"
"2";"1";"6759971"
"2";"17";"6874185"
"2";"1";"496175"
"2";"1";"6585698"
"2";"2";"7417312"
"2";"3";"7265407"
"2";"3";"3943350"
"2";"1";"1637293"
"2";"1";"7335096"
"2";"1";"207818"
"2";"2";"7045876"
"2";"1";"6915599"
"2";"1";"7045876"
"2";"24";"7193798"
"2";"2";"6962354"
"2";"2";"5403334"
"2";"1";"6777299"
"2";"5";"6585698"
"2";"3";"6832593"
"2";"1";"7045876"
"2";"1";"7078676"
"2";"1";"7198508"
"2";"2";"1516231"
"2";"1";"6525162"
"2";"3";"747012"
"2";"4";"4352006"
"2";"1";"6734847"
"2";"1";"7045876"
"2";"3";"7213312"
"2";"1";"1487450"
"2";"2";"489937"
"2";"9";"6935189"
"2";"1";"7463498"
"2";"7";"6585698"
"2";"4";"7044066"
"2";"1";"1560551"
"2";"2";"1736276"
"2";"2";"7193798"
"2";"3";"1469365"
"2";"7";"6678775"
"2";"2";"1411231"
"2";"11";"7193798"
"2";"2";"2392661"
"2";"10";"7148683"
"2";"1";"4058928"
"2";"1";"6996803"
"2";"1";"3659732"
"2";"1";"7045876"
"2";"3";"6261264"
"2";"1";"482150"
"2";"3";"4677767"
"2";"4";"6773127"
"2";"6";"7074266"
"2";"1";"7052928"
"2";"1";"1549984"
"2";"1";"1680849"
"2";"1";"7074266"
"2";"7";"2737848"
"2";"2";"5961772"
"2";"2";"1126794"
"2";"7";"5961772"
"2";"1";"6874185"
"2";"3";"4990587"
"2";"1";"1737210"
"2";"3";"1557576"
"2";"1";"3329989"
"2";"2";"6392323"
"2";"1";"7248128"
"2";"2";"6517818"
"2";"6";"1621608"
"2";"2";"3754449"
"2";"1";"3765329"
"2";"1";"6678775"
"2";"1";"11536900"
"2";"2";"3336084"
"2";"1";"6793526"
"2";"1";"1439828"
"2";"1";"1461351"
"2";"1";"7722250"
"2";"1";"7056013"
"2";"3";"7536283"
"2";"1";"1672687"
"2";"1";"7417312"
"2";"1";"6860402"
"2";"1";"6793526"
"2";"2";"7056013"
"2";"1";"6725621"
"2";"1";"3734969"
"2";"1";"4990587"
"2";"1";"6785618"
"2";"1";"7214601"
"2";"1";"6743712"
"2";"1";"7211711"
"2";"1";"4709715"
"2";"1";"6728825"
"2";"1";"4674629"
"2";"1";"749260"
"2";"1";"1219499"
"2";"1";"6909918"
"2";"1";"6792383"
"2";"1";"7189510"
"2";"1";"1269534"
"2";"1";"7045876"
"2";"1";"7691983"
"2";"1";"2359194"
"2";"1";"6883168"
"2";"3";"1584996"
"2";"1";"7069283"
"2";"1";"7132071"
"2";"1";"7880772"
"2";"2";"1551518"
"2";"1";"7252189"
"2";"1";"6648259"
"2";"1";"7193798"
"2";"1";"7589162"
"2";"1";"1710997"
"3";"16";"8877102"
"3";"14";"8415422"
"3";"2";"8150095"
"3";"6";"6069801"
"3";"124";"0"
"3";"42";"8394090"
"3";"16";"8394090"
"3";"6";"8150095"
"3";"1";"6272842"
"3";"1";"6060424"
"3";"22";"7747011"
"3";"1";"7895035"
"3";"1";"6943836"
"3";"18";"7895035"
"3";"14";"9247829"
"3";"2";"502875"
"3";"1";"9234763"
"3";"3";"8321008"
"3";"1";"6900188"
"3";"6";"6272842"
"3";"1";"8394090"
"3";"13";"8150095"
"3";"11";"8142783"
"3";"2";"502875"
"3";"2";"2429"
"3";"6";"8715211"
"3";"4";"8715211"
"3";"1";"9467490"
"3";"18";"9247829"
"3";"13";"6179953"
"3";"4";"7895035"
"3";"13";"8357276"
"3";"1";"1053626"
"3";"1";"8238336"
"3";"1";"317421"
"3";"2";"0"
"3";"4";"7909945"
"3";"1";"8394090"
"3";"1";"8394090"
"3";"2";"8380469"
"3";"2";"8394090"
"3";"1";"8394090"
"3";"1";"10744998"
"3";"2";"10056823"
"3";"4";"10056823"
"3";"1";"7487829"
"3";"2";"6272842"
"3";"1";"6312863"
"3";"1";"8112794"
"3";"1";"8394090"
"3";"1";"8150095"
"3";"1";"8150095"
"3";"1";"8715211"
"3";"1";"8403940"
"3";"1";"8394090"
"3";"1";"8465299"
"3";"1";"5479733"
"3";"3";"9478295"
"3";"2";"138910"
"3";"1";"8115708"
"3";"1";"6999950"
"3";"1";"8628945"
"3";"1";"1044053"
"3";"1";"504806"
"3";"1";"8715211"
"3";"1";"9935619"
"3";"1";"1053626"
"3";"5";"7909945"
"3";"2";"7753126"
"3";"6";"6060424"
"3";"1";"502875"
"3";"1";"8357276"
"3";"1";"1720216"
"3";"1";"7446773"
"3";"3";"9359535"
"3";"1";"8048300"
"3";"2";"8150095"
"3";"2";"6943836"
"3";"9";"6943836"
"3";"1";"6943836"
"3";"1";"8150095"
"3";"1";"487244"
"3";"1";"8056452"
"3";"1";"9165648"
"3";"1";"7747011"
"3";"1";"9467490"
"3";"1";"6475371"
"3";"1";"6060424"
"3";"3";"8584003"
"3";"3";"6684446"
"3";"1";"504806"
"3";"1";"5669202"
"3";"1";"1053626"
"3";"1";"6943836"
"3";"2";"7148754"
"3";"1";"7915627"
"3";"1";"9218235"
"3";"1";"8685195"
"3";"1";"6272842"
"3";"1";"1052366"
"3";"1";"8087449"
"3";"1";"11132089"
"3";"1";"7298997"
"3";"1";"8150095"
"3";"1";"8422474"
"3";"1";"6950984"
"3";"1";"7747011"
"3";"1";"7926808"
"3";"1";"9339632"
"3";"2";"0"
"3";"1";"6727707"
"3";"1";"8160937"
"3";"1";"330123"
"3";"1";"372664"
"3";"1";"0"
"3";"1";"7895035"
"3";"1";"553983"
"3";"1";"7148841"
"3";"1";"6759943"
"3";"1";"553983"
"3";"1";"1366808"
"3";"1";"359472"
"3";"1";"390784"
"3";"1";"349803"
"3";"1";"6943836"
"3";"1";"9151548"
"3";"1";"1343716"
"3";"1";"8150095"
"3";"1";"8028959"
"3";"1";"505509"
"4";"1";"8449305"
"4";"16";"8811341"
"4";"4";"7876637"
"4";"17";"7459681"
"4";"1";"7957638"
"4";"67";"7957638"
"4";"35";"7957638"
"4";"3";"7603813"
"4";"8";"7718092"
"4";"25";"7725037"
"4";"2";"6514635"
"4";"6";"6514635"
"4";"3";"7449411"
"4";"1";"7725037"
"4";"1";"7725037"
"4";"29";"7917815"
"4";"7";"0"
"4";"5";"8781351"
"4";"6";"5753386"
"4";"3";"274477"
"4";"70";"0"
"4";"11";"8443598"
"4";"1";"6478026"
"4";"1";"7957638"
"4";"13";"8811341"
"4";"3";"7725037"
"4";"1";"7725037"
"4";"10";"8274126"
"4";"1";"6256399"
"4";"1";"8798143"
"4";"4";"5608049"
"4";"5";"7288613"
"4";"12";"5848643"
"4";"1";"1454343"
"4";"1";"1633415"
"4";"13";"7725037"
"4";"1";"6051029"
"4";"2";"1587313"
"4";"1";"6119273"
"4";"16";"7967860"
"4";"4";"7459681"
"4";"1";"7459681"
"4";"1";"7725037"
"4";"5";"7725037"
"4";"1";"502875"
"4";"6";"0"
"4";"1";"7957638"
"4";"1";"7968086"
"4";"1";"1461714"
"4";"4";"6016733"
"4";"1";"9043953"
"4";"1";"9615584"
"4";"1";"7967860"
"4";"2";"321225"
"4";"2";"8274126"
"4";"1";"6015304"
"4";"1";"7333767"
"4";"1";"1587313"
"4";"1";"5608049"
"4";"2";"6016733"
"4";"2";"8914317"
"4";"2";"7497889"
"4";"1";"1454343"
"4";"1";"6514635"
"4";"1";"5837672"
"4";"1";"8707172"
"4";"1";"7725037"
"4";"1";"8006858"
"4";"1";"7722556"
"4";"2";"5638009"
"4";"1";"7725037"
"4";"1";"8116369"
"4";"1";"8383449"
"4";"1";"1698966"
"4";"2";"1882925"
"4";"2";"8843952"
"4";"1";"7619941"
"4";"2";"7773997"
"4";"1";"7957638"
"4";"1";"8274126"
"4";"1";"7288613"
"4";"1";"1420645"
"4";"1";"7709430"
"4";"1";"1006268"
"4";"1";"8116369"
"4";"4";"0"
"4";"1";"1450363"
"4";"1";"9664714"
"4";"1";"1741098"
"4";"1";"1574824"
"4";"1";"7931253"
"4";"1";"1454343"
"4";"2";"108526"
"4";"1";"7728327"
"4";"1";"8731734"
"4";"1";"1454343"
"4";"1";"7264943"
"4";"1";"5428778"
"4";"1";"392956"
"4";"1";"218610"
"5";"2";"9876935"
"5";"35";"8806503"
"5";"1";"8806503"
"5";"4";"8806503"
"5";"15";"8550126"
"5";"1";"502571"
"5";"2";"7312039"
"5";"17";"8773215"
"5";"34";"9658568"
"5";"93";"0"
"5";"19";"9658568"
"5";"2";"7553558"
"5";"1";"7351423"
"5";"1";"8773215"
"5";"2";"6676866"
"5";"8";"9780318"
"5";"1";"8563596"
"5";"1";"9058883"
"5";"3";"6586795"
"5";"3";"6495657"
"5";"12";"9285132"
"5";"12";"8840625"
"5";"1";"8662069"
"5";"9";"9132330"
"5";"11";"7351423"
"5";"4";"8550126"
"5";"1";"8550126"
"5";"16";"8186004"
"5";"3";"0"
"5";"14";"6676866"
"5";"3";"7351423"
"5";"10";"8307246"
"5";"3";"8792718"
"5";"1";"9700878"
"5";"1";"9117483"
"5";"1";"8739821"
"5";"10";"6495657"
"5";"1";"8545095"
"5";"3";"6676866"
"5";"3";"6482578"
"5";"1";"6309114"
"5";"1";"8307246"
"5";"1";"8307246"
"5";"1";"8307246"
"5";"1";"0"
"5";"2";"8550126"
"5";"1";"8806503"
"5";"1";"8550126"
"5";"4";"9132330"
"5";"10";"0"
"5";"1";"6980022"
"5";"1";"8742739"
"5";"3";"8542419"
"5";"1";"8186004"
"5";"2";"504806"
"5";"1";"9356382"
"5";"2";"8531989"
"5";"1";"7251369"
"5";"1";"1006268"
"5";"1";"8186004"
"5";"2";"8488200"
"5";"2";"6495657"
"5";"1";"8634740"
"5";"2";"8742678"
"5";"1";"9254041"
"5";"2";"9229486"
"5";"1";"8867738"
"5";"1";"1139920"
"5";"1";"7351423"
"5";"1";"898497"
"5";"1";"8791907"
"5";"1";"9645681"
"5";"1";"8806503"
"5";"1";"7091454"
"5";"1";"8018346"
"5";"1";"9571708"
"5";"1";"9876935"
"5";"2";"10372475"
"5";"1";"8806503"
"5";"1";"8616873"
"5";"1";"9119743"
"5";"1";"7344258"
"5";"1";"8806503"
"5";"1";"726775"
"5";"1";"8550126"
"5";"1";"9886068"
"5";"1";"8729020"
"5";"1";"681916"
"5";"1";"8351208"
"5";"1";"6495657"
"5";"2";"9132330"
"5";"1";"840012"
"5";"1";"898497"
"5";"1";"10477455"
"5";"1";"673763"
"5";"1";"8446724"
"5";"1";"823431"
"6";"2";"7757620"
"6";"1";"5184373"
"6";"44";"0"
"6";"112";"7757620"
"6";"19";"7675914"
"6";"2";"7757620"
"6";"1";"7757620"
"6";"6";"7757620"
"6";"1";"7757620"
"6";"21";"7811980"
"6";"1";"8508322"
"6";"9";"7874196"
"6";"9";"6896161"
"6";"1";"4170347"
"6";"1";"6621963"
"6";"9";"7463944"
"6";"33";"7752116"
"6";"5";"7549466"
"6";"1";"7874196"
"6";"4";"7811980"
"6";"13";"7811980"
"6";"1";"5537459"
"6";"8";"7811980"
"6";"1";"7637562"
"6";"8";"6711194"
"6";"1";"2726227"
"6";"1";"7468942"
"6";"1";"5539564"
"6";"13";"8313815"
"6";"1";"7629207"
"6";"2";"4326929"
"6";"1";"7683195"
"6";"1";"7757620"
"6";"3";"7757620"
"6";"2";"7811980"
"6";"2";"7757620"
"6";"1";"5612530"
"6";"1";"7468942"
"6";"1";"5208527"
"6";"1";"7811980"
"6";"2";"4339018"
"6";"5";"7813835"
"6";"1";"7811980"
"6";"3";"1690313"
"6";"6";"7004211"
"6";"1";"7468942"
"6";"1";"7757620"
"6";"1";"7757620"
"6";"1";"633041"
"6";"1";"7468942"
"6";"1";"8667935"
"6";"1";"576878"
"6";"3";"7757620"
"6";"1";"8313815"
"6";"1";"6896161"
"6";"5";"8313815"
"6";"2";"7767215"
"6";"2";"304228"
"6";"1";"5272235"
"6";"1";"5678165"
"6";"2";"5272235"
"6";"4";"8126179"
"6";"1";"7874196"
"6";"1";"1801546"
"6";"1";"1736276"
"6";"1";"4962067"
"6";"1";"6945711"
"6";"1";"7811980"
"6";"4";"7874196"
"6";"1";"6091059"
"6";"1";"1096605"
"6";"1";"7811139"
"6";"1";"791188"
"6";"1";"5397944"
"6";"1";"6945711"
"6";"2";"7744203"
"6";"1";"5929050"
"6";"1";"7549466"
"6";"1";"7757620"
"6";"1";"7594052"
"6";"1";"7463944"
"6";"1";"8313815"
"6";"1";"5539564"
"6";"2";"433965"
"6";"1";"5780592"
"6";"2";"8474270"
"6";"1";"7773091"
"6";"1";"1851470"
"6";"2";"4105755"
"6";"1";"5295472"
"6";"1";"2580757"
"6";"1";"5124125"
"6";"1";"7757620"
"6";"1";"192222"
"6";"1";"5193940"
"6";"1";"5537645"
"6";"1";"5834189"
"6";"1";"4823"
"6";"1";"304228"
"6";"1";"981053"
"7";"73";"9476836"
"7";"2";"6883168"
"7";"3";"106505"
"7";"32";"9432102"
"7";"2";"7391501"
"7";"20";"7391501"
"7";"43";"0"
"7";"2";"7293867"
"7";"13";"10327431"
"7";"1";"359353"
"7";"26";"9261349"
"7";"1";"5381793"
"7";"1";"7108731"
"7";"1";"9441112"
"7";"8";"82673"
"7";"2";"9261349"
"7";"2";"1275753"
"7";"5";"9406294"
"7";"6";"10327431"
"7";"2";"128906"
"7";"2";"5493802"
"7";"7";"7108731"
"7";"1";"11105192"
"7";"2";"1306563"
"7";"6";"9463701"
"7";"1";"7959252"
"7";"4";"9261349"
"7";"1";"9476836"
"7";"3";"9466578"
"7";"1";"9476836"
"7";"14";"9261349"
"7";"2";"9476836"
"7";"18";"8765753"
"7";"1";"425564"
"7";"2";"5493802"
"7";"13";"8982400"
"7";"1";"6273094"
"7";"2";"8221899"
"7";"5";"38383"
"7";"1";"8919982"
"7";"3";"9261349"
"7";"6";"484526"
"7";"1";"9476836"
"7";"1";"5623546"
"7";"2";"983946"
"7";"1";"6319070"
"7";"1";"1003994"
"7";"2";"9261349"
"7";"1";"9488215"
"7";"1";"9476836"
"7";"1";"9261349"
"7";"1";"11638167"
"7";"1";"7371857"
"7";"3";"149414"
"7";"5";"9784149"
"7";"1";"9152262"
"7";"1";"10327431"
"7";"1";"402331"
"7";"2";"8877789"
"7";"2";"9665300"
"7";"3";"9382116"
"7";"1";"9172668"
"7";"1";"9784149"
"7";"1";"11114028"
"7";"1";"8765753"
"7";"1";"9714370"
"7";"1";"9784149"
"7";"1";"203548"
"7";"1";"9476836"
"7";"1";"6661380"
"7";"3";"9406294"
"7";"1";"9254884"
"7";"1";"6628360"
"7";"1";"8049334"
"7";"1";"9476836"
"7";"1";"7273148"
"7";"1";"9294928"
"7";"1";"7593092"
"7";"2";"411993"
"7";"1";"6020784"
"7";"1";"9476836"
"7";"2";"133929"
"7";"2";"82673"
"7";"2";"9029827"
"7";"1";"9294928"
"7";"1";"7837042"
"7";"1";"1274038"
"7";"1";"170164"
"7";"1";"92337"
"7";"2";"9266760"
"7";"1";"203548"
"7";"1";"6449083"
"7";"1";"9476836"
"7";"1";"5539068"
"7";"1";"7393032"
"7";"1";"9476836"
"7";"1";"9965821"
"7";"1";"7391501"
"7";"1";"275620"
"7";"1";"6950780"
"7";"1";"720124"
"7";"1";"520396"
"7";"1";"1182535"
"7";"1";"498437"
"7";"1";"411993"
"7";"1";"182089"
"7";"1";"8608637"
"7";"1";"16989758"
"7";"1";"7086645"
"7";"1";"5186723"
"7";"1";"1574824"
"7";"1";"774925"
"7";"1";"5189582"
"7";"1";"82673"
"8";"1";"9105826"
"8";"55";"9411895"
"8";"116";"0"
"8";"30";"10265542"
"8";"7";"0"
"8";"1";"9411895"
"8";"10";"9178592"
"8";"19";"9178592"
"8";"1";"9197102"
"8";"10";"8735382"
"8";"13";"8914007"
"8";"11";"7301693"
"8";"10";"11252"
"8";"13";"9371782"
"8";"1";"8914007"
"8";"1";"9073960"
"8";"4";"8992"
"8";"4";"9178592"
"8";"2";"7425910"
"8";"1";"839962"
"8";"2";"9411895"
"8";"4";"9171581"
"8";"4";"9419881"
"8";"2";"9411895"
"8";"1";"11685137"
"8";"1";"7504155"
"8";"1";"7301693"
"8";"3";"9411895"
"8";"2";"8914007"
"8";"6";"9411895"
"8";"3";"11640"
"8";"1";"9178592"
"8";"1";"8894462"
"8";"1";"9178592"
"8";"2";"9178592"
"8";"1";"11535"
"8";"3";"0"
"8";"1";"0"
"8";"1";"11062700"
"8";"6";"10265542"
"8";"1";"5843584"
"8";"1";"5539564"
"8";"4";"9727787"
"8";"1";"0"
"8";"1";"8735382"
"8";"1";"1053626"
"8";"2";"0"
"8";"4";"7206882"
"8";"2";"0"
"8";"1";"7059221"
"8";"2";"7420957"
"8";"2";"10251845"
"8";"1";"9178592"
"8";"1";"8735382"
"8";"7";"7968635"
"8";"1";"9244893"
"8";"5";"9897941"
"8";"1";"9897941"
"8";"1";"7268359"
"8";"1";"9789378"
"8";"1";"9371782"
"8";"1";"0"
"8";"1";"8951958"
"8";"1";"9411895"
"8";"1";"9837736"
"8";"1";"0"
"8";"1";"10235520"
"8";"1";"10366825"
"8";"2";"10366825"
"8";"1";"9329655"
"8";"1";"393680"
"8";"1";"6699903"
"8";"1";"10159983"
"8";"1";"9386750"
"8";"1";"1108204"
"8";"1";"294327"
"8";"1";"308072"
"8";"1";"380075"
"8";"1";"9727787"
"8";"1";"0"
"8";"1";"7710217"
"8";"1";"7301693"
"8";"1";"264604"
"8";"1";"9178592"
"9";"3";"9897941"
"9";"1";"9178592"
"9";"2";"9727787"
"9";"47";"9411895"
"9";"16";"9371782"
"9";"45";"9178592"
"9";"13";"10265542"
"9";"3";"588463"
"9";"8";"9178592"
"9";"85";"0"
"9";"1";"9727787"
"9";"12";"8735382"
"9";"1";"10235520"
"9";"14";"8914007"
"9";"19";"7301693"
"9";"1";"0"
"9";"7";"0"
"9";"4";"9178592"
"9";"3";"9419881"
"9";"6";"9727787"
"9";"2";"397405"
"9";"7";"7206882"
"9";"1";"9411895"
"9";"4";"9178592"
"9";"1";"483398"
"9";"1";"7301693"
"9";"1";"9323212"
"9";"2";"9727787"
"9";"1";"9338253"
"9";"1";"8914007"
"9";"5";"11535"
"9";"8";"9178592"
"9";"1";"11640"
"9";"6";"9171581"
"9";"2";"9178592"
"9";"1";"6303585"
"9";"3";"9178592"
"9";"1";"7092174"
"9";"1";"0"
"9";"2";"9178592"
"9";"1";"9411895"
"9";"2";"9187437"
"9";"1";"9411895"
"9";"3";"9398451"
"9";"1";"10265542"
"9";"2";"10265542"
"9";"1";"0"
"9";"2";"9053826"
"9";"1";"6093162"
"9";"1";"7625188"
"9";"1";"9411895"
"9";"1";"8785957"
"9";"2";"8937440"
"9";"2";"11068203"
"9";"1";"477519"
"9";"1";"5843584"
"9";"2";"308072"
"9";"2";"8894462"
"9";"2";"9329655"
"9";"3";"0"
"9";"4";"7059221"
"9";"1";"9727787"
"9";"4";"7968635"
"9";"3";"10366825"
"9";"2";"7420957"
"9";"1";"311426"
"9";"2";"7268387"
"9";"1";"7301693"
"9";"1";"7268387"
"9";"1";"9073960"
"9";"1";"9178592"
"9";"1";"9582"
"9";"1";"9411895"
"9";"1";"9256457"
"9";"1";"9244893"
"9";"1";"7268359"
"9";"3";"0"
"9";"1";"9411895"
"9";"1";"9411895"
"9";"1";"9727787"
"9";"1";"9680198"
"9";"1";"283243"
"9";"1";"10485978"
"9";"1";"9973543"
"9";"3";"0"
"9";"1";"816970"
"9";"1";"10921326"
"9";"2";"595306"
"9";"1";"1454343"
"9";"1";"9371782"
"9";"1";"5539564"
"9";"1";"0"
"10";"66";"10406376"
"10";"1";"9339632"
"10";"15";"10439298"
"10";"1";"10144458"
"10";"34";"10633491"
"10";"66";"0"
"10";"31";"10633491"
"10";"28";"10327263"
"10";"10";"10526415"
"10";"2";"8661960"
"10";"1";"10427561"
"10";"1";"9786864"
"10";"1";"10406376"
"10";"2";"10640458"
"10";"2";"10127803"
"10";"1";"10689565"
"10";"7";"10408442"
"10";"1";"1004263"
"10";"2";"3233283"
"10";"2";"8387212"
"10";"1";"8652594"
