Id,Label,Modularity Class,City,State,Country,Latitude,Longitude
448,"esperantina,piaui,brazil",,esperantina,piaui,brazil,-3.902,-42.234
449,"angelim,pernambuco,brazil",,angelim,pernambuco,brazil,-8.89,-36.286
450,"floresta,pernambuco,brazil",,floresta,pernambuco,brazil,-8.601,-38.568
451,"uirauna,paraiba,brazil",,uirauna,paraiba,brazil,-6.518,-38.412
452,"pindobacu,bahia,brazil",,pindobacu,bahia,brazil,-10.743,-40.363
453,"itororo,bahia,brazil",,itororo,bahia,brazil,-15.117,-40.07
454,"maragogi,alagoas,brazil",,maragogi,alagoas,brazil,-9.012,-35.222
455,"ipubi,pernambuco,brazil",,ipubi,pernambuco,brazil,-7.652,-40.149
456,"passira,pernambuco,brazil",,passira,pernambuco,brazil,-7.995,-35.581
457,"soledade,paraiba,brazil",,soledade,paraiba,brazil,-7.057,-36.363
458,"teixeira de freitas,bahia,brazil",,teixeira de freitas,bahia,brazil,-17.535,-39.742
459,"tamandare,pernambuco,brazil",,tamandare,pernambuco,brazil,-8.76,-35.105
460,"ipiranga do piaui,piaui,brazil",,ipiranga do piaui,piaui,brazil,-6.828,-41.741
461,"escada,pernambuco,brazil",,escada,pernambuco,brazil,-8.359,-35.224
462,"agrestina,pernambuco,brazil",,agrestina,pernambuco,brazil,-8.458,-35.945
463,"ancona,the marches,italy",,ancona,the marches,italy,43.5942,13.50337
464,"barra da estiva,bahia,brazil",,barra da estiva,bahia,brazil,-13.626,-41.327
465,"san gil,santander,colombia",,san gil,santander,colombia,6.55573,-73.13309
466,"talca,maule,chile",,talca,maule,chile,-35.4264,-71.65542
467,"zacatecoluca,la paz,el salvador",,zacatecoluca,la paz,el salvador,13.5,-88.86667
468,"inaja,pernambuco,brazil",,inaja,pernambuco,brazil,-8.903,-37.827
469,"monteria,córdoba,colombia",,monteria,córdoba,colombia,8.74798,-75.88143
470,"sao jose do egito,pernambuco,brazil",,sao jose do egito,pernambuco,brazil,-7.479,-37.274
471,"sao joao do sabugi,rio grande do norte,brazil",,sao joao do sabugi,rio grande do norte,brazil,-6.718,-37.201
472,"queimadas,bahia,brazil",,queimadas,bahia,brazil,-10.978,-39.624
473,"afogados da ingazeira,pernambuco,brazil",,afogados da ingazeira,pernambuco,brazil,-7.751,-37.639
474,"mariopolis,parana,brazil",,mariopolis,parana,brazil,-26.355,-52.559
475,"sao bento,paraiba,brazil",,sao bento,paraiba,brazil,-6.486,-37.451
476,"barcelona,rio grande do norte,brazil",,barcelona,rio grande do norte,brazil,-5.951,-35.926
477,"sao rafael,rio grande do norte,brazil",,sao rafael,rio grande do norte,brazil,-5.799,-36.921
478,"porto da folha,sergipe,brazil",,porto da folha,sergipe,brazil,-9.917,-37.278
479,"bonito,pernambuco,brazil",,bonito,pernambuco,brazil,-8.47,-35.729
480,"aracoiaba,ceara,brazil",,aracoiaba,ceara,brazil,-4.371,-38.814
481,"dom pedro,maranhao,brazil",,dom pedro,maranhao,brazil,-5.033,-44.436
482,"aurea,rio grande do sul,brazil",,aurea,rio grande do sul,brazil,-27.698,-52.049
483,"miguel alves,piaui,brazil",,miguel alves,piaui,brazil,-4.166,-42.895
484,"rio formoso,pernambuco,brazil",,rio formoso,pernambuco,brazil,-8.664,-35.159
485,"chapadinha,maranhao,brazil",,chapadinha,maranhao,brazil,-3.742,-43.36
486,"barro,ceara,brazil",,barro,ceara,brazil,-7.177,-38.782
487,"cauto cristo,granma,cuba",,cauto cristo,granma,cuba,20.55639,-76.47444
488,"bom retiro,santa catarina,brazil",,bom retiro,santa catarina,brazil,-27.797,-49.489
489,"reriutaba,ceara,brazil",,reriutaba,ceara,brazil,-4.142,-40.582
490,"carcaixent,valencia,spain",,carcaixent,valencia,spain,39.13333,-0.45
491,"tucano,bahia,brazil",,tucano,bahia,brazil,-10.963,-38.787
492,"guadalupe,piaui,brazil",,guadalupe,piaui,brazil,-6.787,-43.569
493,"araua,sergipe,brazil",,araua,sergipe,brazil,-11.262,-37.62
494,"cubati,paraiba,brazil",,cubati,paraiba,brazil,-6.868,-36.351
495,"petrolandia,pernambuco,brazil",,petrolandia,pernambuco,brazil,-9.069,-38.303
496,"buriti,maranhao,brazil",,buriti,maranhao,brazil,-3.942,-42.925
497,"bayeux,paraiba,brazil",,bayeux,paraiba,brazil,-7.125,-34.932
498,"conceicao do coite,bahia,brazil",,conceicao do coite,bahia,brazil,-11.564,-39.283
499,"osorno,los lagos,chile",,osorno,los lagos,chile,-40.57395,-73.13348
500,"orobo,pernambuco,brazil",,orobo,pernambuco,brazil,-7.745,-35.602
501,"capela,alagoas,brazil",,capela,alagoas,brazil,-9.408,-36.074
502,"ipojuca,pernambuco,brazil",,ipojuca,pernambuco,brazil,-8.399,-35.064
503,"araguana,maranhao,brazil",,araguana,maranhao,brazil,-2.953,-45.665
504,"encanto,rio grande do norte,brazil",,encanto,rio grande do norte,brazil,-6.111,-38.306
505,"altos,piaui,brazil",,altos,piaui,brazil,-5.039,-42.461
506,"aguas formosas,minas gerais,brazil",,aguas formosas,minas gerais,brazil,-17.082,-40.936
507,"sao jose de espinharas,paraiba,brazil",,sao jose de espinharas,paraiba,brazil,-6.847,-37.326
508,"congo,paraiba,brazil",,congo,paraiba,brazil,-7.797,-36.66
509,"coruripe,alagoas,brazil",,coruripe,alagoas,brazil,-10.126,-36.176
510,"brno,south moravian region,czech republic",,brno,south moravian region,czech republic,49.19522,16.60796
511,"gilbues,piaui,brazil",,gilbues,piaui,brazil,-9.832,-45.344
512,"bad oeynhausen,north rhine-westphalia,germany",,bad oeynhausen,north rhine-westphalia,germany,52.20699,8.80365
513,"vicencia,pernambuco,brazil",,vicencia,pernambuco,brazil,-7.657,-35.327
514,"pocao,pernambuco,brazil",,pocao,pernambuco,brazil,-8.186,-36.705
515,"igapora,bahia,brazil",,igapora,bahia,brazil,-13.773,-42.714
516,"jacare dos homens,alagoas,brazil",,jacare dos homens,alagoas,brazil,-9.636,-37.205
517,"palmeiras,bahia,brazil",,palmeiras,bahia,brazil,-12.529,-41.559
518,"iracema,ceara,brazil",,iracema,ceara,brazil,-5.812,-38.306
519,"pedro velho,rio grande do norte,brazil",,pedro velho,rio grande do norte,brazil,-6.439,-35.221
520,"paragominas,para,brazil",,paragominas,para,brazil,-2.995,-47.353
521,"lagoa do itaenga,pernambuco,brazil",,lagoa do itaenga,pernambuco,brazil,-7.936,-35.29
522,"marechal deodoro,alagoas,brazil",,marechal deodoro,alagoas,brazil,-9.71,-35.895
523,"sao jose do belmonte,pernambuco,brazil",,sao jose do belmonte,pernambuco,brazil,-7.861,-38.76
524,"tapirai,sao paulo,brazil",,tapirai,sao paulo,brazil,-23.964,-47.507
525,"mirandiba,pernambuco,brazil",,mirandiba,pernambuco,brazil,-8.119,-38.728
526,"san carlos,biobío,chile",,san carlos,biobío,chile,-36.42477,-71.958
527,"itacaja,tocantins,brazil",,itacaja,tocantins,brazil,-8.392,-47.768
528,"lago do junco,maranhao,brazil",,lago do junco,maranhao,brazil,-4.609,-45.049
529,"barra de sao miguel,paraiba,brazil",,barra de sao miguel,paraiba,brazil,-7.751,-36.318
530,"malhada,bahia,brazil",,malhada,bahia,brazil,-14.336,-43.774
531,"juru,paraiba,brazil",,juru,paraiba,brazil,-7.537,-37.819
532,"ayapel,córdoba,colombia",,ayapel,córdoba,colombia,8.31372,-75.13982
533,"trindade,pernambuco,brazil",,trindade,pernambuco,brazil,-7.762,-40.268
534,"olivedos,paraiba,brazil",,olivedos,paraiba,brazil,-6.991,-36.244
535,"bacuri,maranhao,brazil",,bacuri,maranhao,brazil,-1.703,-45.134
536,"boa vista,paraiba,brazil",,boa vista,paraiba,brazil,-7.259,-36.24
537,"moron,ciego de ávila,cuba",,moron,ciego de ávila,cuba,22.10944,-78.6275
538,"aguachica,cesar,colombia",,aguachica,cesar,colombia,8.30844,-73.6166
539,"pio xii,maranhao,brazil",,pio xii,maranhao,brazil,-3.894,-45.17
540,"brejao,pernambuco,brazil",,brejao,pernambuco,brazil,-9.03,-36.569
541,"canarana,bahia,brazil",,canarana,bahia,brazil,-11.685,-41.769
542,"marand,east azarbaijan,iran",,marand,east azarbaijan,iran,38.4329,45.7749
543,"alto longa,piaui,brazil",,alto longa,piaui,brazil,-5.251,-42.21
544,"lastro,paraiba,brazil",,lastro,paraiba,brazil,-6.516,-38.18
545,"sirinhaem,pernambuco,brazil",,sirinhaem,pernambuco,brazil,-8.591,-35.116
546,"lagoa de dentro,paraiba,brazil",,lagoa de dentro,paraiba,brazil,-6.673,-35.379
547,"caldeirao grande,bahia,brazil",,caldeirao grande,bahia,brazil,-11.02,-40.303
548,"camocim de sao felix,pernambuco,brazil",,camocim de sao felix,pernambuco,brazil,-8.359,-35.762
549,"los andes,valparaíso,chile",,los andes,valparaíso,chile,-32.83369,-70.59827
550,"cottbus,brandenburg,germany",,cottbus,brandenburg,germany,51.75769,14.32888
551,"messias,alagoas,brazil",,messias,alagoas,brazil,-9.383,-35.842
552,"lund,skåne,sweden",,lund,skåne,sweden,55.70584,13.19321
553,"itajai,santa catarina,brazil",,itajai,santa catarina,brazil,-26.908,-48.662
554,"nottingham,england,united kingdom",,nottingham,england,united kingdom,52.9536,-1.15047
555,"erlangen,bavaria,germany",,erlangen,bavaria,germany,49.59099,11.00783
556,"vila velha,espirito santo,brazil",,vila velha,espirito santo,brazil,-20.33,-40.292
557,"braga,braga,portugal",,braga,braga,portugal,41.55032,-8.42005
558,"turin,piedmont,italy",,turin,piedmont,italy,45.07049,7.68682
559,"charlottesville,virginia,united states",,charlottesville,virginia,united states,38.02931,-78.47668
560,"tucson,arizona,united states",,tucson,arizona,united states,32.22174,-110.92648
561,"nancy,lorraine,france",,nancy,lorraine,france,48.68439,6.18496
562,"maturin,estado monagas,venezuela",,maturin,estado monagas,venezuela,9.74569,-63.18323
563,"anapolis,goias,brazil",,anapolis,goias,brazil,-16.327,-48.953
564,"ponta pora,mato grosso do sul,brazil",,ponta pora,mato grosso do sul,brazil,-22.536,-55.726
565,"redencao,ceara,brazil",,redencao,ceara,brazil,-4.226,-38.731
566,"victoria,british columbia,canada",,victoria,british columbia,canada,48.43294,-123.3693
567,"guanambi,bahia,brazil",,guanambi,bahia,brazil,-14.223,-42.781
568,"los angeles,california,united states",,los angeles,california,united states,34.05223,-118.24368
569,"campos dos goytacazes,rio de janeiro,brazil",,campos dos goytacazes,rio de janeiro,brazil,-21.754,-41.324
570,"seropedica,rio de janeiro,brazil",,seropedica,rio de janeiro,brazil,-22.744,-43.708
571,"milano,lombardy,italy",,milano,lombardy,italy,45.46427,9.18951
572,"edmonton,alberta,canada",,edmonton,alberta,canada,53.55014,-113.46871
573,"state college,pennsylvania,united states",,state college,pennsylvania,united states,40.79339,-77.86
574,"delft,south holland,netherlands",,delft,south holland,netherlands,52.00667,4.35556
575,"valencia,valencia,spain",,valencia,valencia,spain,39.46975,-0.37739
576,"valence,rhône-alpes,france",,valence,rhône-alpes,france,44.93333,4.9
577,"tokyo,tōkyō,japan",,tokyo,tōkyō,japan,35.6895,139.69171
578,"new york city,new york,united states",,new york city,new york,united states,40.71427,-74.00597
579,"berlin,berlin,germany",,berlin,berlin,germany,52.52437,13.41053
580,"barcelona,catalonia,spain",,barcelona,catalonia,spain,41.38879,2.15899
581,"albany,new york,united states",,albany,new york,united states,42.65258,-73.75623
582,"manizales,caldas,colombia",,manizales,caldas,colombia,5.06889,-75.51738
583,"boston,massachusetts,united states",,boston,massachusetts,united states,42.35843,-71.05977
584,"petropolis,rio de janeiro,brazil",,petropolis,rio de janeiro,brazil,-22.505,-43.179
585,"berkeley,california,united states",,berkeley,california,united states,37.87159,-122.27275
586,"tours,centre,france",,tours,centre,france,47.38333,0.68333
587,"batatais,sao paulo,brazil",,batatais,sao paulo,brazil,-20.891,-47.585
588,"lyon,rhône-alpes,france",,lyon,rhône-alpes,france,45.74846,4.84671
589,"baltimore,maryland,united states",,baltimore,maryland,united states,39.29038,-76.61219
590,"guarapuava,parana,brazil",,guarapuava,parana,brazil,-25.395,-51.458
591,"franca,sao paulo,brazil",,franca,sao paulo,brazil,-20.539,-47.401
592,"bologna,emilia-romagna,italy",,bologna,emilia-romagna,italy,44.49381,11.33875
593,"fort washington,maryland,united states",,fort washington,maryland,united states,38.70734,-77.02303
594,"coral gables,florida,united states",,coral gables,florida,united states,25.72149,-80.26838
595,"leuven,flanders,belgium",,leuven,flanders,belgium,50.87959,4.70093
596,"gainesville,florida,united states",,gainesville,florida,united states,29.65163,-82.32483
597,"la jolla,california,united states",,la jolla,california,united states,32.84727,-117.2742
598,"brussels,brussels capital region,belgium",,brussels,brussels capital region,belgium,50.85045,4.34878
599,"caceres,mato grosso,brazil",,caceres,mato grosso,brazil,-16.071,-57.679
600,"santa rita do sapucai,minas gerais,brazil",,santa rita do sapucai,minas gerais,brazil,-22.252,-45.703
601,"taquara,rio grande do sul,brazil",,taquara,rio grande do sul,brazil,-29.651,-50.781
602,"ithaca,new york,united states",,ithaca,new york,united states,42.44063,-76.49661
603,"palo alto,california,united states",,palo alto,california,united states,37.44188,-122.14302
604,"novo hamburgo,rio grande do sul,brazil",,novo hamburgo,rio grande do sul,brazil,-29.678,-51.131
605,"new orleans,louisiana,united states",,new orleans,louisiana,united states,29.95465,-90.07507
606,"campo mourao,parana,brazil",,campo mourao,parana,brazil,-24.046,-52.383
607,"santa cruz,california,united states",,santa cruz,california,united states,36.97412,-122.0308
608,"saint denis,île-de-france,france",,saint denis,île-de-france,france,48.93333,2.36667
609,"cuenca,castille-la mancha,spain",,cuenca,castille-la mancha,spain,40.06667,-2.13333
610,"pisa,tuscany,italy",,pisa,tuscany,italy,43.70853,10.4036
611,"medianeira,parana,brazil",,medianeira,parana,brazil,-25.295,-54.094
612,"chicago,illinois,united states",,chicago,illinois,united states,41.85003,-87.65005
613,"cedar rapids,iowa,united states",,cedar rapids,iowa,united states,42.00833,-91.64407
614,"blagnac,midi-pyrénées,france",,blagnac,midi-pyrénées,france,43.63276,1.39399
615,"santiago de compostela,galicia,spain",,santiago de compostela,galicia,spain,42.88052,-8.54569
616,"pullman,washington,united states",,pullman,washington,united states,46.73127,-117.17962
617,"leicester,england,united kingdom",,leicester,england,united kingdom,52.6386,-1.13169
618,"toronto,ontario,canada",,toronto,ontario,canada,43.70011,-79.4163
619,"rochester,new york,united states",,rochester,new york,united states,43.15478,-77.61556
620,"champaign,illinois,united states",,champaign,illinois,united states,40.11642,-88.24338
621,"athens,georgia,united states",,athens,georgia,united states,33.96095,-83.37794
622,"bordeaux,aquitaine,france",,bordeaux,aquitaine,france,44.84044,-0.5805
623,"norwich,england,united kingdom",,norwich,england,united kingdom,52.62783,1.29834
624,"garching bei munchen,bavaria,germany",,garching bei munchen,bavaria,germany,48.24896,11.65101
625,"southampton,england,united kingdom",,southampton,england,united kingdom,50.90395,-1.40428
626,"bondy,île-de-france,france",,bondy,île-de-france,france,48.9018,2.48931
627,"resende,rio de janeiro,brazil",,resende,rio de janeiro,brazil,-22.469,-44.447
628,"stuttgart,baden-württemberg region,germany",,stuttgart,baden-württemberg region,germany,48.78232,9.17702
629,"leeds,england,united kingdom",,leeds,england,united kingdom,53.79648,-1.54785
630,"geneva,illinois,united states",,geneva,illinois,united states,41.88753,-88.30535
631,"nashville,tennessee,united states",,nashville,tennessee,united states,36.16589,-86.78444
632,"birmingham,england,united kingdom",,birmingham,england,united kingdom,52.48142,-1.89983
633,"calgary,alberta,canada",,calgary,alberta,canada,51.05011,-114.08529
634,"lancaster,england,united kingdom",,lancaster,england,united kingdom,54.04649,-2.79988
635,"manhattan,kansas,united states",,manhattan,kansas,united states,39.18361,-96.57167
636,"wageningen,gelderland,netherlands",,wageningen,gelderland,netherlands,51.97,5.66667
637,"seattle,washington,united states",,seattle,washington,united states,47.60621,-122.33207
638,"toulouse,midi-pyrénées,france",,toulouse,midi-pyrénées,france,43.60426,1.44367
639,"coventry,england,united kingdom",,coventry,england,united kingdom,52.40656,-1.51217
640,"villeurbanne,rhône-alpes,france",,villeurbanne,rhône-alpes,france,45.76667,4.88333
641,"colchester,england,united kingdom",,colchester,england,united kingdom,51.88921,0.90421
642,"padova,veneto,italy",,padova,veneto,italy,45.40797,11.88586
643,"covilha,castelo branco,portugal",,covilha,castelo branco,portugal,40.28601,-7.50396
644,"ivry sur seine,île-de-france,france",,ivry sur seine,île-de-france,france,48.81568,2.38487
645,"albuquerque,new mexico,united states",,albuquerque,new mexico,united states,35.08449,-106.65114
646,"west lafayette,indiana,united states",,west lafayette,indiana,united states,40.42587,-86.90807
647,"palmas,parana,brazil",,palmas,parana,brazil,-26.484,-51.991
648,"san ignacio,cayo,belize",,san ignacio,cayo,belize,17.15297,-89.08058
649,"leioa,basque country,spain",,leioa,basque country,spain,43.33333,-2.98333
650,"chatenay malabry,île-de-france,france",,chatenay malabry,île-de-france,france,48.76507,2.26655
651,"madison,wisconsin,united states",,madison,wisconsin,united states,43.07305,-89.40123
652,"pamplona,navarre,spain",,pamplona,navarre,spain,42.81687,-1.64323
653,"manchester,england,united kingdom",,manchester,england,united kingdom,53.48095,-2.23743
654,"tubarao,santa catarina,brazil",,tubarao,santa catarina,brazil,-28.467,-49.007
655,"sydney,new south wales,australia",,sydney,new south wales,australia,-33.86785,151.20732
656,"parkville,maryland,united states",,parkville,maryland,united states,39.37733,-76.53969
657,"lapa,parana,brazil",,lapa,parana,brazil,-25.77,-49.716
658,"riverside,california,united states",,riverside,california,united states,33.95335,-117.39616
659,"sao miguel do oeste,santa catarina,brazil",,sao miguel do oeste,santa catarina,brazil,-26.725,-53.518
660,"guelph,ontario,canada",,guelph,ontario,canada,43.54594,-80.25599
661,"itajuba,minas gerais,brazil",,itajuba,minas gerais,brazil,-22.426,-45.453
662,"caratinga,minas gerais,brazil",,caratinga,minas gerais,brazil,-19.79,-42.139
663,"bahia blanca,buenos aires,argentina",,bahia blanca,buenos aires,argentina,-38.71959,-62.27243
664,"cachoeira,bahia,brazil",,cachoeira,bahia,brazil,-12.618,-38.956
665,"centro habana,ciudad de la habana,cuba",,centro habana,ciudad de la habana,cuba,23.13833,-82.36417
666,"sevilla,andalusia,spain",,sevilla,andalusia,spain,37.38283,-5.97317
667,"ottawa,ontario,canada",,ottawa,ontario,canada,45.41117,-75.69812
668,"college station,texas,united states",,college station,texas,united states,30.62798,-96.33441
